iIssueId,Resumen,GPT4,labels,modificacion,inconcluso
19214,"Se reportó que una composición no estaba disponible para renovación en un crédito específico. Tras realizar ajustes para que las composiciones relacionadas al producto financiero del crédito fueran visibles en la pantalla de renovaciones, se validó la corrección y se dio por concluido el ticket.",No,"composiciones, perfil de usuario",Sí,No
19215,"Se reportó que el Reporte de Cobranza Directivo no se ejecutó el día 1ro, a pesar de funcionar diariamente. Tras investigar, se descubrió que el cambio de contraseña del usuario que ejecuta los procesos automáticos se actualiza después del mantenimiento diario, lo que afectó la ejecución del reporte. Se reprogramó el proceso para iniciar después de este cambio y se confirmó que se ejecutó correctamente al inicio del mes.",No,"procesos automaticos, bitácora",Sí,No
19216,"Se solicitó modificar el Reporte de Expedientes Físicos para mostrar todas las ubicaciones del expediente con datos de inicio y fin. Tras varias pruebas y ajustes, se logró actualizar el reporte con los cambios requeridos. Se enviaron cotizaciones al cliente, se realizaron ajustes adicionales según comentarios recibidos y se validó que el reporte mostrara la información correcta antes de liberarlo a producción.",No,"reporte, expedientes físicos",Sí,No
19217,"Al ejecutar el Reporte de Pago de Comisiones en producción, se encontró un error de violación de clave primaria. Tras identificar que se había registrado doble dispersión al cliente debido a un error en los domicilios, se corrigió el reporte y la dispersión para tomar el último domicilio registrado. Se confirmó con el cliente que el problema se resolvió y se procedió al cierre del ticket.",No,error,Sí,No
19218,"Se reportó que el Reporte de Saldos Diarios no mostraba información completa para algunos créditos. Tras investigar, se determinó que las columnas del reporte no consideraban accesorios diferentes a capital e intereses. Se solicitó al cliente ejemplos de créditos con montos faltantes, pero no se recibió respuesta. Tras varias interacciones y sin comentarios adicionales, se procedió a cerrar el ticket.",No,"saldos de cartera, reporte",No,Sí
19219,"Se solicitó la implementación de STP para generar procesos de validación y dispersión. Tras configurar los procesos y realizar pruebas, se identificaron varios problemas con contraseñas y certificados. Se realizaron ajustes, pruebas adicionales y se implementó un nuevo servicio complementario. Tras autorizar cotizaciones y realizar múltiples pruebas, se cerró el ticket sin facturación debido a la falta de cotización.",No,"stp, webservice, certificados, pruebas, errores, integracion, produccion",Sí,No
19220,"[Texto aquí]

=== FIN DEL TICKET 19220 ===",No,comentarios internos,No,No
19220,"Se reportó un error al intentar guardar comentarios desde la opción de comentarios internos debido a una ventana de Runtime Error. Tras realizar pruebas, se determinó que el problema se debía a la longitud del comentario, por lo que se sugirió dividirlo en partes. Tras dividir el comentario en tres partes, el problema se solucionó y se confirmó la resolución del error.",No,comentarios internos,No,No
19221,"Se solicitó el desarrollo de un servicio para recibir un JSON de Credito Real y actualizar estatus y motivo de solicitudes. Tras cotizaciones y pruebas de integración, se generó un documento PDF con los datos recibidos. Se presentaron algunos problemas técnicos que se resolvieron con ajustes en la forma de enviar el JSON. Finalmente, se habilitó el reporte y se confirmó su correcto funcionamiento.",No,"ws, json, pdf, actualizacion de estatus, desarrollo, cotizacion",Sí,No
19222,"Se solicitó revisar una diferencia en el pago de una reestructura de crédito. Tras ajustes realizados, se corrigió la discrepancia y se confirmó la resolución del problema.",No,"diferencia de pago, reestructura, cobranza, pagos",Sí,No
19223,"Se solicitó apoyo para liberar un proceso de ""Reporte de Recuperación"" que se ejecutó con éxito. Tras la intervención solicitada, el proceso fue liberado y se confirmó su correcta ejecución.",No,"reporte de recuperacion, procesos, liberacion",Sí,No
19224,"Se solicitó el desarrollo de una política de validación de nombres contra listas negras internas y externas. Tras cotizaciones, ajustes y pruebas, se habilitó la regla en producción y se confirmó su correcto funcionamiento. Se procedió a la facturación del desarrollo.",No,"políticas de autorización, listas negras, coincidencias, validación de nombres",Sí,No
19225,"Se reportó un error en el proceso Genera Paquete de Renovaciones D debido a una violación de la restricción PRIMARY KEY 'pk_optRefinanceRejected', que impedía insertar una clave duplicada en el objeto 'dbo.optRefinanceRejected'. Tras realizar ajustes en el índice, se logró corregir el error y validar nuevamente la ejecución, resolviendo finalmente el problema.",No,"error, primary key constraint",Sí,No
19226,"Se solicitó el desarrollo de un proceso de carga CSV para el envío masivo de notificaciones vía SMS y Email. Tras cotizar y recibir autorización del cliente, se procedió con el desarrollo y pruebas del proceso, el cual fue validado y finalmente actualizado en producción, cumpliendo con los requerimientos solicitados.",No,"carga csv, envío masivo de notificaciones",Sí,No
19227,"Se solicitó apoyo con la lista de cobro NOMINA GCDMX 433, que se encontraba en estatus Aplicando desde las 11:00 am. Tras validar la lista y notificar al cliente, se confirmó la correcta aplicación de la misma, finalizando el ticket de manera exitosa.",No,"listas de cobro, estatus aplicando",No,No
19228,"Se reportaron detalles incorrectos en el proceso LINQ DEU, relacionados con la visualización de información errónea en las columnas Flujos Restantes, Plazo y Monto de flujos restantes. Tras realizar ajustes solicitados y validar los cambios, se logró corregir los errores, cumpliendo con las especificaciones requeridas y finalizando el ticket de manera satisfactoria.",No,"servidor, data warehouse, cotización",Sí,No
19229,"Se solicitó cotizar un servidor exclusivo adicional para el servicio de Data Warehouse. Tras enviar la cotización al cliente y recibir autorización, se procedió con la contratación del servidor, el cual fue entregado y está listo para realizar el desarrollo del pedido asociado al ticket 19261. Se espera autorización para entregar las credenciales correspondientes y completar el proceso.",No,"servidor, data warehouse, cotización",Sí,No
19230,"Se solicitó la integración de SMS con Calixta para envío de mensajes. Tras configurar los parámetros en test, se realizaron pruebas exitosas y se solicitó el paso a producción. Tras la validación del cliente, se cerró el ticket.",No,"integración sms, calixta",Sí,No
19231,"Se solicitó el desarrollo de un layout para facturación en Contpaqi. Tras múltiples sesiones de revisión, ajustes y pruebas, se logró completar el requerimiento. Tras la autorización de la cotización, se liberó a producción y se notificó al cliente.",No,"layout, contpaq, desarrollo, cotización, requerimiento, documentación, pruebas, ajustes, facturación",Sí,No
19232,"Se solicitó corregir el archivo MOVO para reflejar correctamente los pagos anulados y ajustar etiquetas. Tras revisión y ajustes, se validó con éxito y se notificó al cliente.",No,"bitácora, proceso automático, validación",No,No
19233,"Se solicitó liberar el proceso de Reporte Resumen de Movimientos por Operación. Tras la intervención de Paco, se logró liberar con éxito y se notificó al cliente.",No,"proceso, validación",No,No
19234,"Se solicitó el desarrollo de un proceso masivo de envío de SMS y email, pero se identificó como duplicado y se derivó a otro ticket para su seguimiento.",No,"sms, email, masivo, plantilla, envío",No,No
19235,Se reporta que la lista de cobro 446 quedó en estatus aplicando desde el día anterior. Se solicitó apoyo para resolver esta situación y se notificó al cliente una vez resuelto. El ticket finalizó con la confirmación del cliente y un recordatorio de encuesta por correo electrónico.,No,"listas de cobro, proceso automático",No,No
19236,"Se reportó un error en la publicación de lotes de solicitudes que se quedaban en estatus publicándose desde el 04/08/2021. Se realizaron correcciones, se generaron nuevos lotes y se notificó al cliente. Después de varias interacciones y revisiones, se confirmó que el problema fue resuelto y se cerró el ticket, seguido de recordatorios de encuesta por correo electrónico.",No,"error, reporte, proceso automático",Sí,No
19237,"Se solicitó apoyo para entender cómo se calculan los ""Días Reales Atraso"" en el proceso ""Reporte de Pase a Exigible"". Se proporcionó la información necesaria para aclarar la duda, se confirmó la comprensión por parte del solicitante y se cerró el ticket. Posteriormente, se enviaron recordatorios de encuesta por correo electrónico.",No,"reporte, proceso automático",No,No
19238,"Se reportó que el proceso ""Intereses Devengados DXN (Fecha Sistema)"" estaba en estatus inicio desde las 11:20 am. Se solicitó apoyo para liberarlo, se notificó al cliente una vez resuelto y se cerró el ticket con la confirmación de que el proceso pudo generarse correctamente.",No,proceso automático,Sí,No
19239,"Se reportó un problema con el botón ""Enviar"" en la pantalla de documentos digitales de las solicitudes, donde no se ejecutaba ninguna acción al presionarlo. Se identificó la configuración necesaria, se realizó la corrección y se confirmó su funcionamiento. El ticket se cerró con la confirmación del cliente y se enviaron recordatorios de encuesta por correo electrónico.",No,"error, proceso automático",Sí,No
19240,"Se reportó que las listas de cobro 353 y 368 quedaron en estatus aplicando en producción. Se solicitó apoyo para liberarlas. Se enviaron scripts al cliente para su ejecución y validación, logrando resolver el problema. Se realizó seguimiento para confirmar que ya no hubo problemas y se cerró el ticket.",No,"listas de cobro, proceso automático",Sí,No
19241,"Se solicitó una modificación al reporte DEVENGAMIENTO DE INTERESES DXN para considerar cambios de estado de créditos. Tras varios ajustes y validaciones, se logró completar el requerimiento. Se enviaron cotizaciones, se esperó la autorización del cliente y se realizaron ajustes adicionales. Finalmente, se logró implementar la modificación y se cerró el ticket.",No,reporte,Sí,No
19242,"Se reportó que en la póliza de otorgamiento del 09/08/2021 no se reflejaba la cancelación del crédito 62667. Tras análisis, se identificó que el crédito se aperturó incorrectamente, lo que causó la omisión del movimiento de cancelación. Se sugirió configurar políticas para evitar casos similares. Tras confirmar la resolución con el cliente, se cerró el ticket.",No,modificación en sistema,No,No
19243,"Se solicitó modificar la sucursal en la solicitud 139603. Se brindó la información necesaria para que el cliente pudiera realizar la modificación por su cuenta. Tras confirmar que la solicitud fue ajustada, se procedió a cerrar el ticket.",No,modificación en sistema,No,No
19244,"Se reportó una incidencia en el reporte ""Intereses devengados por periodo"" donde se mostraba incorrectamente el IVA del concepto ""Comisión por apertura"" en lugar del IVA de interés para ciertos créditos. Tras realizar ajustes al reporte, se validó la corrección y se confirmó que el reporte mostraba la información correcta. El ticket fue cerrado tras la resolución del problema.",No,"reporte, error",Sí,No
19245,"El ticket se originó como un requerimiento de información sobre el archivo interface para facturación, donde se plantearon dudas sobre la generación de la información necesaria para facturar. A lo largo de varias interacciones, se solicitó validar la información utilizada para facturar con la que se encuentra en el sistema Zell, así como ajustes en el rango de fechas y la estructura del archivo. Finalmente, se informó que cambiarían de proveedor, por lo que se modificaría el layout del archivo necesario.",No,cotizador,No,No
19246,"En este ticket se solicitó la cotización de un reporte de listas negras internas, con ajustes y validaciones a lo largo del proceso. Se realizaron correcciones en las columnas del reporte, se habilitó en pruebas y se limitó la cantidad de registros extraídos. Posteriormente, se agregaron nuevas columnas y se realizaron ajustes solicitados por el cliente, culminando con la liberación del reporte en producción.",No,reporte,Sí,No
19247,"El ticket se abrió debido a que las notificaciones no se estaban activando al generar promotores desde el Webservice zellCatalog. Se identificó que las notificaciones no se enviaban correctamente al desactivar promotores, lo que llevó a ajustes en el proceso para incluir la información necesaria en los correos. Tras varias interacciones y pruebas, se logró implementar un procedimiento que permitió el envío correcto de notificaciones al dar de alta o baja a promotores.",No,"notificaciones, webservice, promotores",Sí,No
19248,"En este ticket se solicitó ejecutar nuevamente el proceso de dispersión de un préstamo debido a un error previo. Tras habilitar la ejecución del proceso en el crédito solicitado, se validó que se ejecutara correctamente. Posteriormente, se realizaron recordatorios de encuesta sin incidencias adicionales.",No,proceso automático,No,No
19249,"El ticket se generó por un error al intentar acceder a la configuración del árbol PLD desde los convenios, mostrando el mensaje ""Cannot find table 0"". Tras una corrección realizada, se confirmó que el acceso se restableció correctamente y se solicitó cerrar el ticket.",No,"error, configuración",No,No
19250,"Se solicitó agregar la columna ""Id Zona"" al ""Reporte de BI"". Tras la implementación en pruebas y producción, se confirmó la validez de la modificación por parte de Paola Parga.",No,"reporte, bi",Sí,No
19251,"Se reportó un error en el ""Reporte Interés Devengado por periodo"" donde la columna de IVA mostraba montos incorrectos. No se proporcionaron más detalles sobre la resolución.",No,"error, reporte",Sí,No
19252,"Se solicitó agregar un botón para descarga individual de digitales y un parámetro de configuración para definir el perfil de firmenti. Tras la habilitación del botón y la configuración del parámetro, se espera la validación del correcto funcionamiento por parte de los asesores.",No,webservice,Sí,No
19253,"Se informó que los estados de cuenta de los créditos no se generaron desde junio de 2021. Tras detectar problemas en los procesos de cierre, se logró corregir la situación y los estados de cuenta volvieron a ser visibles.",No,"reporte, actualización de test",Sí,No
19254,"Se solicitó migrar el WS GADGET Flising a producción, tras lo cual se actualizó el servicio en producción y se confirmó su habilitación. Se espera cerrar el ticket una vez finalizadas las pruebas sin observaciones.",No,webservice,Sí,No
19255,"Se reportó un error al ejecutar el proceso ""Decisiones Credenz"" debido a un mensaje de error ""@iCreditId is not a parameter for procedure fapAppState"". A pesar de enviar parches de corrección, el problema persistió. Tras múltiples intentos y comunicaciones con el cliente, finalmente se logró instalar el parche adecuado y resolver el error.",No,"error, proceso automático",Sí,No
19256,"Se solicitó ejecutar el proceso ""Intereses Devengados"" con fecha pasada, pero el reporte mostraba intereses devengados incorrectos. Tras varias interacciones y pruebas, se logró ajustar el proceso para obtener la información solicitada con éxito, y el ticket fue cerrado al confirmar la satisfacción del cliente.",No,webservice,Sí,No
19257,"Se solicitó modificar el reporte LINQ Saldos para considerar solo ciertos convenios y no incluir créditos cancelados. Tras ajustes y pruebas, se logró cumplir con los requerimientos del cliente. A pesar de la falta de respuesta posterior, se cerró el ticket al no recibir comentarios adicionales.",No,configuración,Sí,No
19258,"Se solicitó desarrollar una política para validar coincidencias en el proceso QeQ, la cual fue implementada con éxito tras pruebas y ajustes necesarios. Tras la validación del cliente, se procedió a liberar la política en producción y cerrar el ticket con la confirmación de su correcto funcionamiento.",No,"política de validación, proceso automático",No,No
19259,"Se reportó que el proceso de ""Saldos de cartera por convenio"" no terminó, solicitando su liberación. Tras la intervención del equipo, el proceso fue liberado con éxito y el ticket se cerró satisfactoriamente.",No,proceso automático,No,No
19260,"Se solicitó agregar el campo ""ID Zona"" al WS zellConsult y al método zegCreditInfo. Tras autorización, se realizó el desarrollo y se actualizó en pruebas y producción. Finalmente, se solicitó liberarlo a producción y se completó con éxito.",No,webservice,Sí,No
19261,"Se solicitó desarrollar procesos de Data Warehouse con tablas específicas y layouts de reportes. Tras varias interacciones, ajustes y pruebas, se habilitaron los procesos en pruebas y se realizaron los cambios solicitados. Se espera la autorización final para la entrega.",No,"datawarehouse, proceso automático",Sí,No
19262,"Se reportó que el proceso de pólizas automáticas no terminó, siendo liberado posteriormente. Se ejecutó el proceso con éxito tras la liberación.",No,proceso automático,No,No
19263,"Se dio seguimiento a la actualización del Tipo de Cambio Peso Colombiano, con incidencias en la consulta. Tras ajustes, pruebas y correcciones, se logró habilitar la ejecución automática del proceso con éxito.",No,"actualizacion de test, procesos automaticos",Sí,No
19264,"Se reportó que el proceso ""Saldo de cartera por convenio"" no finalizó con éxito, solicitando su liberación. Tras la intervención correspondiente, se logró liberar el proceso satisfactoriamente.",No,procesos automaticos,Sí,No
19265,"Se solicitó el desarrollo de una política para validar que el celular del cliente coincida con los celulares dados de alta en la base de promotores. Tras varios pasos de cotización, autorización y habilitación en ambiente de pruebas, se confirmó su correcto funcionamiento y se solicitó su liberación a producción. Finalmente, se solicitó la facturación del ticket y se recibieron recordatorios de encuesta por correo electrónico.",No,cotizador,Sí,No
19266,"Se solicitó un ajuste en el sistema para dejar de copiar las cuentas de disposición en las cuentas de domiciliación al abrir un crédito. Tras realizar el ajuste en producción y en pruebas, se notificó al cliente y se validó que el cambio se aplicó correctamente en los créditos recientemente abiertos.",No,procesos automaticos,Sí,No
19267,"Se reportó un error al intentar consultar el histórico de movimientos del crédito 66584. Tras corregir el problema, se notificó al cliente y se confirmó que la información se visualizaba correctamente. Finalmente, se cerró el ticket y se recibieron recordatorios de encuesta por correo electrónico.",No,error,Sí,No
19268,"Se solicitó una modificación en el reporte ""Comisiones Diarias"" para agregar la fecha de colocación del crédito al final del reporte. Tras realizar las modificaciones solicitadas, se notificó al cliente y se validó que el cambio se aplicó correctamente en los reportes.",No,reporte,Sí,No
19269,"Se requirió agregar nuevas columnas a los reportes ""Saldos contables"" y ""Saldos de cartera por convenio"". Tras cotizar el requerimiento, solicitar ejemplos y realizar ajustes según las indicaciones del cliente, se agregaron las columnas en pruebas y posteriormente se liberaron a producción. Se notificó al cliente, se solicitó la facturación del desarrollo y se recibieron recordatorios de encuesta por correo electrónico.",No,reporte,Sí,No
19270,"Se reportó que la lista de domiciliación 1897 quedó en estatus ""Aplicando"". JOSE Alex ayudó a liberarlo y Lorena González confirmó que se resolvió satisfactoriamente.",No,listas de cobro,Sí,No
19271,"Se presentó un error en la pantalla de cobranza al ingresar a cualquier crédito en ambiente de pruebas. ISIS solicitó apoyo a ALEJANDRO, quien corrigió el error. Posteriormente, se validó internamente y se notificó al cliente, finalizando con el envío de un correo de recordatorio de encuesta.",No,procesos automaticos,Sí,No
19272,"Hubo un incidente con el documento tipo fin id sol 579972 en producción. JAVIER reportó el problema, ALEJANDRO lo corrigió y se realizó un ajuste al desarrollo. Tras validar nuevamente, se confirmó que el problema fue resuelto, finalizando con el envío de un correo de recordatorio de encuesta.",No,bitácora,Sí,No
19273,"Se solicitó habilitar la política 554 en producción. JAVIER solicitó apoyo a FRANCISCO, quien validó y notificó al cliente. Posteriormente, ISIS confirmó el correcto funcionamiento de la regla y solicitó cerrar el ticket, finalizando con el envío de un correo de recordatorio de encuesta.",No,procesos automaticos,Sí,No
19274,"Se requirió apoyo para identificar quién eliminó a una persona del árbol de asesores. ISIS identificó el cambio de supervisor y se envió explicación al cliente. Posteriormente, se confirmó que el error fue cometido por el área de RH, finalizando con la oferta de apoyo adicional y el envío de un correo de recordatorio de encuesta.",No,bitácora,Sí,No
19275,"Se solicitó apoyo para concluir la aplicación de la lista de cobro 456 que se quedó en estatus ""Aplicando"". Tras la intervención de Paco, se logró concluir la aplicación de la lista 456. Posteriormente, se solicitó a Juan José validar el proceso, quien confirmó que todo estaba en orden. Finalmente, se cerró el ticket y se solicitó la respuesta a una encuesta de conclusión.",No,listas de cobro,Sí,No
19276,"Se reportó un problema en el proceso de Recepción Validata, donde la información no se obtenía al momento de ser capturada, sino cada 10 minutos. Tras realizar un ajuste de integración, se logró corregir el problema y se notificó al cliente. Posteriormente, se confirmó que no hubo más inconvenientes con el desarrollo. Se cerró el ticket y se solicitó la respuesta a una encuesta de conclusión.",No,procesos automaticos,Sí,No
19277,"Se detectó un incidente en el reporte de Buró de Crédito, donde la fecha de 1er Incumplimiento mostraba un valor incorrecto. Tras revisar varios créditos con esta anomalía, se determinó que la fecha incorrecta se asignaba por default a créditos cerrados. Se realizaron ajustes para corregir este comportamiento y se solicitó la confirmación del cliente para cerrar el ticket.",No,reporte,Sí,No
19278,"Se reportó un incidente en el proceso de Respuesta Domiciliación BANORTE, donde al cargar las respuestas, se generaban listas en cero y no se registraba la información correctamente. Tras múltiples ajustes y pruebas, se logró corregir el problema y se implementaron cambios en producción para evitar la generación de listas vacías. Se cerró el ticket luego de confirmar que el problema fue resuelto.",No,"procesos automaticos, actualizacion de test",Sí,No
19279,"Se solicitó la creación de una interfaz para Contpaq, donde se presentaron dudas sobre el layout y la inclusión de ciertas columnas. Tras resolver las dudas, se procedió con el desarrollo y pruebas correspondientes. Finalmente, se liberó el proceso en producción y se cerró el ticket tras confirmar su correcto funcionamiento. Se solicitó la respuesta a una encuesta de satisfacción.",No,cotizador,Sí,No
19280,"Se solicitó una nueva opción en el clasificador de cobranza para que el campo ""Saldo Total"" refleje Capital + Interés - Listas en tránsito. Tras varios ajustes y validaciones, se habilitó la opción de clasificador por Saldo Total - Transito en ambiente de pruebas y luego en producción. Posteriormente, se realizaron ajustes adicionales a petición del cliente, como quitar clasificadores y eliminar datos específicos de los créditos adjuntos. Finalmente, se confirmó que el desarrollo se liberó en producción y se solicitó la factura correspondiente.",No,actualizacion de test,Sí,No
19281,"Se reportó que el crédito 37466 no se reflejaba en el reporte ""Vencimientos Capital y Devengamiento de intereses"". Tras revisar y ejecutar el proceso de forma exitosa, se confirmó que el problema fue corregido y el crédito comenzó a aparecer en el reporte. El cliente fue notificado y se cerró el ticket satisfactoriamente.",No,error,No,No
19282,"Se solicitó borrar la plantilla económica 63 en la solicitud 139810 debido a un cambio de convenio que ocasionó que la plantilla anterior quedara grabada. Tras eliminar la plantilla solicitada, se notificó al cliente y se confirmó que el ticket podía cerrarse.",No,actualizacion de test,Sí,No
19283,"Se reportó que la sesión del sistema se cerraba automáticamente después de un tiempo de inactividad, lo que generaba pérdida de tiempo para los usuarios. Tras realizar ajustes en la configuración del servidor web y monitorear el sistema, se confirmó que el problema fue resuelto y se cerró el ticket.",No,error,Sí,No
19284,"Se reportó un error al entrar a paquetes de refinanciamiento en ambiente Test, mostrando un mensaje de acceso a una ruta específica. Tras realizar un ajuste, se resolvió el problema y se notificó al cliente. El ticket se cerró satisfactoriamente luego de validar la solución.",No,error,Sí,No
19285,"Se solicitó ampliar el espectro de opciones en el componente ""nacionalidad"" para incluir Desconocido, Mexicano, y Extranjero, afectando a los componentes país y estado. Tras diversas consultas sobre el funcionamiento y alcance del desarrollo, se ajustó el sistema para que el campo país y estado se relacionen únicamente con el país seleccionado, eliminando el campo nacionalidad. Tras pruebas y ajustes, el desarrollo fue validado y liberado en producción.",No,"nacionalidad, estado, país",Sí,No
19286,"Se estableció una metodología para separar el capital B en créditos refinanciados o reestructurados, dividiendo el saldo de capital B entre el saldo total del nuevo crédito para aplicar un porcentaje a todas las amortizaciones. Tras pruebas y ajustes, el desarrollo fue validado y liberado en producción, cumpliendo con los requerimientos establecidos.",No,metodología para separar capital de capital b,Sí,No
19287,"Se reportó que las cuentas no se verificaban al cargar el XML en algunas solicitudes, originadas a través de un WS, lo que impedía la verificación de las cuentas. Tras identificar y corregir el problema, se realizaron pruebas exitosas en un ambiente alterno y se confirmó que no deberían presentarse más casos. El ticket fue cerrado tras confirmar la resolución del problema.",No,"carga archivo banxico, xml, validación de cuentas",Sí,No
19288,"Se cuestionó la posibilidad de autorizar una solicitud cancelada, generando debate sobre la viabilidad de este proceso. Tras analizar la situación y las posibles soluciones, se confirmó que el sistema permite el cambio manual del estatus cancelado a otro estatus, sin embargo, se sugirió bloquear la solicitud en estatus cancelado para evitar autorizaciones innecesarias. Tras aclarar el funcionamiento del sistema, el ticket fue cerrado sin requerir más ajustes.",No,"política de autorización, estatus de solicitud, cancelación de solicitud",No,No
19289,"Se identificó que en ciertos reportes el importe a dispersar no reflejaba la diferencia por comisión de apertura descontada del crédito. Tras solicitar una cotización y realizar ajustes, se envió la propuesta al cliente, quien solicitó una actualización del requerimiento. A pesar de intentos de seguimiento, no se recibió respuesta final, por lo que se decidió cerrar el ticket y dar seguimiento en un nuevo ticket en caso de requerirlo.",No,"reporte de créditos, estatus de solicitudes, configuración de reportes",No,No
19290,"Se solicitó el desarrollo de un reporte que mostrara información de solicitudes aperturadas junto con datos de créditos en estatus activo o pendiente de cobro. Hubo dudas sobre los filtros correctos, el campo ""Saldo_capital"" y la columna ""Convenio"". Tras ajustes y correcciones, el reporte fue finalmente colocado en TEST, aunque inicialmente no arrojaba información. Después de solucionar este problema, se solicitó la liberación a producción y se notificó al cliente.",No,"reporte de solicitudes, información de créditos, fecha estimada de entrega",Sí,No
19291,"Se requería conocer el person ID de un inversionista registrado con el correo lsholguin@gmail.com. Tras localizar el ID correspondiente, se informó al cliente y se solicitó cerrar el ticket.",No,"person id, registro de inversionista",No,No
19292,"Se solicitó modificar un estado de cuenta, eliminando ciertos elementos y cambiando otros. Tras varios ajustes y validaciones, incluyendo la eliminación de información resaltada en verde, se logró la aprobación del cliente y la liberación del estado de cuenta en producción.",No,"estado de cuenta, modificaciones en estado de cuenta",Sí,No
19293,"Se reportó que el proceso Investor Balance no finalizó y se solicitó su liberación. Tras la intervención correspondiente, el proceso fue liberado y validado por el cliente.",No,"proceso investor balance, liberación de proceso",Sí,No
19294,"Se pidió modificar el procedimiento de generación de renovaciones en solicitudes, ajustando el estatus de las mismas. Tras pruebas y correcciones, se logró implementar el cambio en producción, con validación y liberación exitosa.",No,"renovaciones, composición de créditos, aplicación de renovaciones",Sí,No
19295,"Se solicitó desarrollar un proceso para adjuntar un archivo con el listado de registros de todas las agendas configuradas en el sistema en formato CSV. Tras aclarar dudas sobre el reporte y confirmar los detalles, se asignaron unidades para su desarrollo. Sin embargo, tras intentos fallidos de comunicación y falta de respuesta por parte del cliente, se decidió posponer el requerimiento hasta nuevo aviso y cerrar el ticket.",No,"descarga de agendas, reporte de agendas, configuración de reportes",No,Sí
19296,"Se requirió mostrar el monto de valor residual del cliente en la tabla de amortización, lo cual se logró satisfactoriamente. Tras asignar unidades, realizar pruebas, validaciones y notificaciones al cliente, se logró la implementación exitosa del cambio solicitado, liberando a producción y enviando la factura correspondiente.",No,"tabla de amortización, valor residual, detalle de movimientos",Sí,No
19297,"Se planteó una duda sobre la aplicación de cargos desde el módulo de terminación, la cual fue aclarada al demostrar que los cargos aplicados recalculaban el monto de terminación, reflejándose correctamente en la pantalla indicada. Tras confirmar la solución con el cliente, se procedió a cerrar el ticket.",No,"cargos, terminaciones, detalle de movimientos",No,No
19298,"Se reportaron datos incorrectos en la pantalla de terminación, específicamente en los campos de rentas vencidas y por vencer. Tras realizar ajustes en el sistema para corregir la visualización de las rentas, se notificó al cliente y se procedió al cierre del ticket una vez confirmada la corrección.",No,"error, pantallas, terminación, saldo, rentas por vencer",Sí,No
19299,"Se identificó que un crédito terminado aparecía en la Agenda de Cobranza, lo cual no correspondía. Tras aclarar la condición de la agenda y realizar modificaciones para que solo se mostraran créditos activos, se logró corregir el error y notificar al cliente, cerrando el ticket de manera exitosa.",No,"agenda cobranza, crédito, terminado, activo",Sí,No
19300,"Se solicitó un ajuste en el proceso LINQ MOVA para que al descargar un reporte, este mostrara únicamente los flujos pendientes de pago. Tras realizar los ajustes solicitados en GOC test y producción, se validó que el archivo ahora mostraba solo los flujos pendientes, culminando el ticket de manera exitosa.",No,"reporte, linq mova, ajustes, pagos, amortizaciones",Sí,No
19301,"Se reportó que el proceso ""Saldos contables"" no finalizó con éxito, ejecutado por el usuario MCARRION. Tras liberar el proceso y notificar al cliente, se validó que el problema fue resuelto satisfactoriamente, cerrando el ticket de manera exitosa.",No,"proceso, saldos contables, liberado",No,No
19302,"Se reportó una incidencia en el reporte ""Otorgamiento de créditos"", donde se mostraba información errónea en la columna ""Pago de deuda"" para varios créditos. Tras analizar y realizar ajustes en el reporte para corregir este comportamiento, se logró solucionar el problema y se cerró el ticket de manera exitosa.",No,"reporte, otorgamiento de créditos, pago de deuda",Sí,No
19303,"Se informó que la lista de cobro 9100 se quedó en estatus ""Aplicando"". Tras aplicar la lista correctamente, se notificó al cliente y se confirmó que el problema fue resuelto de manera satisfactoria, cerrando el ticket con éxito.",No,"lista de cobro, aplicando",Sí,No
19304,"Se reportó un error en los filtros del método CreditBalance, donde no se respetaban los rangos de fechas en la consulta. Tras realizar ajustes en el formato de las fechas y pasar el requerimiento a producción, se confirmó que la búsqueda por fechas funcionaba correctamente, cerrando el ticket de manera exitosa.",No,"reporte, pagos, crédito, error",Sí,No
19305,"Se solicitó ajustar el proceso de carga de cobros parciales a listas de domiciliación para permitir cargar varios cobros parciales respecto a un mismo crédito en una misma lista. Tras pruebas y ajustes, se logró cargar con éxito la cuarta respuesta después de aplicar la lista, resolviendo así el problema reportado.",No,"pagos domiciliados, respuesta de domiciliación, cobros parciales",Sí,No
19306,"Al intentar ejecutar el proceso ""Reporte de colocación"", se generó un error de acceso al archivo CSV. Tras realizar ajustes y validaciones, se logró corregir el problema y se solicitó la autorización para cerrar el ticket, indicando que el proceso se ejecutaba correctamente.",No,"reporte, reporte de colocación, error",Sí,No
19307,"Se solicitó la contratación de un servidor exclusivo para la infraestructura de Inmediprest con el fin de implementar los servicios de dispersión STP. Tras enviar cotizaciones, autorizaciones y realizar la migración al nuevo servidor, se confirmó que la operación concluyó con éxito y se iniciaron las operaciones en el nuevo servidor.",No,"servidor, contratación, exclusivo, infraestructura",Sí,No
19308,"Se solicitó agregar la columna ""Origen"" al proceso ""Pagos Domiciliados (Carga Archivo Pagos)"" para capturar la clave del origen y generar lotes de pago por cada origen. Tras el desarrollo y pruebas del proceso ""CSV Carga Pagos por Origen"", se logró que los pagos se cargaran correctamente y se aplicaran, solicitando la autorización para pasar a producción.",No,"pagos domiciliados, archivo pagos, origen, lotes de pagos",Sí,No
