conversation_id,interaction_id,call_type,model,provider,temperature,messages,confidence_score,response,token_usage,timestamp
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""configurar políticas autorización Políticas Aut Configuración políticas Catálogos Credito Políticas Aut.""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 27, 'total_tokens': 27}",2026-01-08 13:37:17
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""botón Procesos domiciliación ubicación 'Procesos' Domiciliación botón""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 21, 'total_tokens': 21}",2026-01-08 13:37:59
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""módulo de tickets sistema Zell 'Tickets' módulo guía usuario ' Tickets '""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 20, 'total_tokens': 20}",2026-01-08 13:38:41
conv_1767901075300_r5je2vyte,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""configuración Email XML ticket 'Email' 'XML' 'configuración' 'correo' 'XML' 'config'""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 26, 'total_tokens': 26}",2026-01-08 13:39:23
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""Configuración Email XML doc 'Email y XML' 'Configuración Email' 'Configuración XML' 'Email y XML' Zell""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 30, 'total_tokens': 30}",2026-01-08 13:40:33
conv_1767901075300_r5je2vyte,7,SQL Generation,gpt-5-mini,openai,0,,"[{""role"": ""system"", ""content"": ""[PROMPT:queryprompt_v1.txt]""}, {""role"": ""user"", ""content"": ""Tickets del año 2025 que mencionen 'migracion' o 'migración' y 'base de datos' (o 'migracion base de datos') — listar tickets con Id, Titulo, FechaCreado, DetectadoPor, Estatus.""}]","{""sql_query"": ""SELECT TOP 100 iError = 0, vError = '', vJsonType = 'Query', IdTicket, Titulo, FechaCreado, DetectadoPor, Estatus FROM Tickets WHERE CONVERT(datetime, FechaCreado, 101) BETWEEN CONVERT(datetime, '01/01/2025', 101) AND CONVERT(datetime, '12/31/2025', 101) AND ( (ISNULL(Titulo,'') + ' ' + ISNULL(Descripcion,'') + ' ' + ISNULL(Resumen,'') + ' ' + ISNULL(Etiquetas,'') + ' ' + ISNULL(UltimoComentario,'')) COLLATE SQL_Latin1_General_CP1_CI_AI LIKE '%migracion%' AND (ISNULL(Titulo,'') + ' ' + ISNULL(Descripcion,'') + ' ' + ISNULL(Resumen,'') + ' ' + ISNULL(Etiquetas,'') + ' ' + ISNULL(UltimoComentario,'')) COLLATE SQL_Latin1_General_CP1_CI_AI LIKE '%base de datos%') ORDER BY CONVERT(datetime, FechaCreado, 101) DESC"", ""mensaje"": ""Tickets del 2025 que mencionan migracion (con o sin acento) y base de datos en Titulo, Descripcion, Resumen, Etiquetas o UltimoComentario""}",Not Provided,2026-01-08 13:45:02
conv_1767901075300_r5je2vyte,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""migracion base de datos 2025 'migración' 'migracion base datos'""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 21, 'total_tokens': 21}",2026-01-08 13:45:14
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos de domiciliación""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 7, 'total_tokens': 7}",2026-01-08 16:40:33
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos de domiciliación""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 7, 'total_tokens': 7}",2026-01-08 16:43:26
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos de domiciliación pasos Zell reintentos domiciliación""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 17, 'total_tokens': 17}",2026-01-08 16:46:59
conv_1767912413169_1fwcoe9d8,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos domiciliación solución reintentos de domiciliacion""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 15, 'total_tokens': 15}",2026-01-08 16:48:48
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos de domiciliación en Zell""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 10, 'total_tokens': 10}",2026-01-08 16:50:32
conv_1767912624390_er6vpz1lo,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos domiciliación reintentos de domiciliacion domiciliacion reintentos proceso 'Reintentos' Domiciliación""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 29, 'total_tokens': 29}",2026-01-08 16:51:32
docs_search:meetings_weekly,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos domiciliación""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 6, 'total_tokens': 6}",2026-01-08 16:53:02
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""ingresar al módulo de cobranza Domiciliación 'Módulo Cobranza' 'Domiciliación' 'Ingresar al módulo de cobranza' guía usuario""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 44, 'total_tokens': 44}",2026-01-08 16:56:08
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos de domiciliación en Zell""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 10, 'total_tokens': 10}",2026-01-08 16:58:03
conv_1767913076298_3l65py4v3,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos domiciliación solución OR reintentos domiciliacion solucion OR reintentos domiciliación reintentos domiciliacion \""reintentos\"" \""domiciliación\""""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 41, 'total_tokens': 41}",2026-01-08 16:59:20
docs_search:meetings_weekly,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos domiciliación reuniones semanales OR reintentos domiciliacion reunión OR \""reintentos\"" \""domiciliación\""""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 31, 'total_tokens': 31}",2026-01-08 17:00:12
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""Reintentos de domiciliacion guia Zell OR reintentos domiciliación guía Domiciliación \""Reintentos\""""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 29, 'total_tokens': 29}",2026-01-08 17:00:52
docs_search:meetings_weekly,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""2025-01-31 Minuta Reunión Semanal 31/01/2025 asistentes""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 23, 'total_tokens': 23}",2026-01-08 17:07:21
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos de domiciliación""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 7, 'total_tokens': 7}",2026-01-08 17:11:41
conv_1767913896450_g1l6txjn0,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos de domiciliacion solución""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 9, 'total_tokens': 9}",2026-01-08 17:17:18
docs_search:meetings_weekly,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos de domiciliación domiciliacion reintentos reunión semanal""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 17, 'total_tokens': 17}",2026-01-08 17:18:13
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos de domiciliacion guia site:user_guides""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 13, 'total_tokens': 13}",2026-01-08 17:19:01
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos de domiciliación en Zell""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 10, 'total_tokens': 10}",2026-01-08 17:32:19
conv_1767915132433_a5d9f1kvf,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos de domiciliacion reintentos domiciliación solución""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 15, 'total_tokens': 15}",2026-01-08 17:33:33
docs_search:meetings_weekly,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""reintentos de domiciliación""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 7, 'total_tokens': 7}",2026-01-08 17:34:43
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""Reintentos de domiciliacion guía""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 9, 'total_tokens': 9}",2026-01-08 17:35:13
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""cargar tabla de amortización personalizada""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 8, 'total_tokens': 8}",2026-01-08 18:06:20
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""cargar tabla de amortizacion personalizada""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 8, 'total_tokens': 8}",2026-01-08 18:55:59
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""cargar tabla de amortizacion personalizada""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 8, 'total_tokens': 8}",2026-01-09 09:55:24
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""cargar tabla de amortizacion personalizada""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 8, 'total_tokens': 8}",2026-01-09 09:58:46
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""tabla de amortización personalizada cargar amortizacion personalizada Zell""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 13, 'total_tokens': 13}",2026-01-09 09:58:47
docs_search:user_guides,,Embedding Generation,text-embedding-ada-002,openai,,,"[{""role"": ""user"", ""content"": ""cargar tabla de amortización personalizada""}]","{""status"": ""success"", ""dimension"": 1536}","{'prompt_tokens': 8, 'total_tokens': 8}",2026-01-09 10:44:44
